'Elapsed time','EMG'
'seconds','mV'
1.553,0.048
1.554,0.050
1.554,0.057
1.554,0.055
1.554,0.065
1.554,0.065
1.555,0.072
1.555,0.070
1.555,0.060
1.556,0.060
1.556,0.030
1.556,0.028
1.556,-0.018
1.556,-0.018
1.557,-0.038
1.557,-0.038
1.557,-0.040
1.558,-0.035
1.558,-0.043
1.558,-0.043
1.558,-0.048
1.558,-0.047
1.559,-0.052
1.559,-0.050
1.559,-0.055
1.560,-0.052
1.560,-0.045
1.560,-0.047
1.560,-0.037
1.560,-0.038
1.561,-0.035
1.561,-0.037
1.561,-0.027
1.562,-0.027
1.562,-0.020
1.562,-0.022
1.562,-0.017
1.562,-0.017
1.563,-0.013
1.563,-0.017
1.563,-0.010
1.563,-0.012
1.564,-0.008
1.564,-0.010
1.564,-0.003
1.565,-0.005
1.565,0.002
1.565,0.000
1.565,0.005
1.565,0.005
1.566,0.012
1.566,0.012
1.566,0.005
1.567,0.005
1.567,0.008
1.567,0.007
1.567,0.010
1.567,0.010
1.568,0.005
1.568,0.005
1.568,0.013
1.569,0.015
1.569,0.032
1.569,0.032
1.569,0.037
1.569,0.035
1.570,0.040
1.570,0.037
1.570,0.023
1.571,0.023
1.571,0.012
1.571,0.012
1.571,0.005
1.571,0.007
1.572,0.012
1.572,0.013
1.572,0.008
1.573,0.012
1.573,0.007
1.573,0.007
1.573,0.000
1.573,0.002
1.574,-0.003
1.574,-0.002
1.574,-0.007
1.575,-0.002
1.575,-0.005
1.575,-0.005
1.575,-0.002
1.575,-0.005
1.576,-0.002
1.576,0.000
1.576,-0.007
1.577,-0.003
1.577,-0.008
1.577,-0.007
1.577,-0.015
1.577,-0.015
1.578,-0.025
1.578,-0.025
1.578,-0.032
1.579,-0.030
1.579,-0.020
1.579,-0.020
1.579,-0.008
1.579,-0.007
1.580,-0.003
1.580,-0.007
1.580,0.000
1.581,-0.002
1.581,0.007
1.581,0.008
1.581,0.017
1.581,0.018
1.582,0.013
1.582,0.020
1.582,0.015
1.583,0.018
1.583,0.007
1.583,0.008
1.583,0.000
1.583,0.000
1.584,-0.002
1.584,-0.007
1.584,0.002
1.585,-0.002
1.585,0.003
1.585,0.003
1.585,0.007
1.585,0.008
1.586,0.003
1.586,0.008
1.586,0.002
1.587,0.003
1.587,-0.003
1.587,-0.005
1.587,-0.002
1.587,-0.002
1.588,-0.007
1.588,-0.005
1.588,-0.002
1.589,-0.003
1.589,0.000
1.589,-0.005
1.589,-0.002
1.589,-0.002
1.590,-0.005
1.590,-0.005
1.590,0.000
1.591,0.000
1.591,-0.002
1.591,0.000
1.591,-0.003
1.591,-0.002
1.592,-0.008
1.592,-0.008
1.592,-0.015
1.593,-0.012
1.593,-0.022
1.593,-0.022
1.593,-0.028
1.593,-0.028
1.594,-0.033
1.594,-0.033
1.594,-0.030
1.595,-0.028
1.595,-0.033
1.595,-0.028
1.595,-0.017
1.595,-0.017
1.596,-0.008
1.596,-0.008
1.596,0.003
1.597,0.002
1.597,0.007
1.597,0.007
1.597,0.002
1.597,0.002
1.598,0.005
1.598,0.003
1.598,-0.002
1.599,-0.003
1.599,0.002
1.599,-0.002
1.599,0.007
1.599,0.005
1.600,0.015
1.600,0.013
1.600,0.023
1.601,0.025
1.601,0.037
1.601,0.038
1.601,0.043
1.601,0.040
1.602,0.033
1.602,0.033
1.602,0.042
1.603,0.043
1.603,0.052
1.603,0.052
1.603,0.062
1.603,0.058
1.604,0.038
1.604,0.037
1.604,0.020
1.605,0.018
1.605,0.008
1.605,0.010
1.605,0.003
1.605,0.003
1.606,0.012
1.606,0.010
1.606,0.018
1.607,0.018
1.607,0.022
1.607,0.017
1.607,0.007
1.607,0.003
1.608,0.010
1.608,0.008
1.608,0.012
1.609,0.008
1.609,-0.008
1.609,-0.010
1.609,-0.033
1.609,-0.032
1.610,-0.038
1.610,-0.033
1.610,-0.047
1.611,-0.047
1.611,-0.063
1.611,-0.063
1.611,-0.067
1.611,-0.063
1.612,-0.055
1.612,-0.055
1.612,-0.047
1.613,-0.047
1.613,-0.035
1.613,-0.037
1.613,-0.022
1.613,-0.020
1.614,-0.002
1.614,-0.002
1.614,0.017
1.615,0.018
1.615,0.023
1.615,0.023
1.615,0.020
1.615,0.022
1.616,0.010
1.616,0.012
1.616,0.000
1.617,0.000
1.617,-0.005
1.617,-0.003
1.617,-0.015
1.617,-0.013
1.618,-0.025
1.618,-0.025
1.618,-0.027
1.619,-0.027
1.619,-0.018
1.619,-0.020
1.619,-0.015
1.619,-0.015
1.620,-0.010
1.620,-0.010
1.620,-0.015
1.621,-0.012
1.621,-0.015
1.621,-0.013
1.621,-0.018
1.621,-0.015
1.622,-0.022
1.622,-0.020
1.622,-0.017
1.623,-0.012
1.623,-0.020
1.623,-0.017
1.623,-0.020
1.623,-0.018
1.624,-0.025
1.624,-0.022
1.624,-0.027
1.625,-0.025
1.625,-0.022
1.625,-0.023
1.625,-0.017
1.625,-0.017
1.626,-0.013
1.626,-0.013
1.626,-0.007
1.627,-0.005
1.627,0.000
1.627,0.000
1.627,0.010
1.627,0.010
1.628,0.017
1.628,0.018
1.628,0.028
1.629,0.027
1.629,0.085
1.629,0.088
1.629,0.182
1.629,0.185
1.630,0.283
1.630,0.287
1.630,0.400
1.631,0.405
1.631,0.565
1.631,0.583
1.631,0.267
1.631,0.233
1.632,-0.678
1.632,-0.835
1.632,-0.102
1.633,-0.333
1.633,0.743
1.633,0.733
1.633,-2.558
1.633,-2.512
1.634,-0.977
1.634,-0.890
1.634,0.220
1.635,0.225
1.635,0.385
1.635,0.367
1.635,0.403
1.635,0.402
1.636,0.337
1.636,0.333
1.636,0.263
1.637,0.260
1.637,0.148
1.637,0.147
1.637,0.088
1.637,0.087
1.638,0.067
1.638,0.067
1.638,0.055
1.639,0.055
1.639,0.035
1.639,0.033
1.639,0.007
1.639,0.007
1.640,-0.025
1.640,-0.027
1.640,-0.050
1.641,-0.052
1.641,-0.065
1.641,-0.063
1.641,-0.050
1.641,-0.052
1.642,-0.025
1.642,-0.022
1.642,0.020
1.643,0.022
1.643,0.072
1.643,0.073
1.643,0.100
1.643,0.102
1.644,0.078
1.644,0.077
1.644,0.018
1.645,0.015
1.645,-0.073
1.645,-0.075
1.645,-0.097
1.645,-0.092
1.646,-0.005
1.646,0.000
1.646,0.178
1.647,0.185
1.647,0.370
1.647,0.243
1.647,-0.312
1.647,-0.313
1.648,-0.233
1.648,-0.225
1.648,-0.050
1.649,-0.048
1.649,0.048
1.649,0.052
1.649,0.170
1.649,0.173
1.650,0.273
1.650,0.277
1.650,0.338
1.651,0.340
1.651,0.372
1.651,0.362
1.651,0.068
1.651,0.050
1.652,-0.527
1.652,-0.560
1.652,-0.503
1.653,-0.497
1.653,-0.212
1.653,-0.202
1.653,0.027
1.653,0.035
1.654,0.147
1.654,0.150
1.654,0.178
1.655,0.178
1.655,0.163
1.655,0.162
1.655,0.133
1.655,0.133
1.656,0.103
1.656,0.102
1.656,0.077
1.657,0.113
1.657,0.077
1.657,0.072
1.657,0.022
1.657,0.020
1.658,0.012
1.658,0.012
1.658,0.015
1.659,0.012
1.659,0.015
1.659,0.012
1.659,0.003
1.659,0.007
1.660,-0.002
1.660,-0.002
1.660,-0.005
1.661,-0.005
1.661,-0.012
1.661,-0.008
1.661,-0.013
1.661,-0.013
1.662,-0.008
1.662,-0.010
1.662,-0.017
1.663,-0.015
1.663,-0.012
1.663,-0.015
1.663,-0.012
1.663,-0.013
1.664,-0.010
1.664,-0.008
1.664,0.002
1.665,-0.002
1.665,0.007
1.665,0.007
1.665,0.010
1.665,0.007
1.666,0.010
1.666,0.005
1.666,0.010
1.667,0.012
1.667,0.010
1.667,0.008
1.667,0.010
1.667,0.012
1.668,0.005
1.668,0.007
1.668,0.003
1.669,0.003
1.669,-0.002
1.669,-0.002
1.669,-0.010
1.669,-0.012
1.670,-0.018
1.670,-0.018
1.670,-0.022
1.671,-0.020
1.671,-0.025
1.671,-0.025
1.671,-0.032
1.671,-0.032
1.672,-0.042
1.672,-0.040
1.672,-0.050
1.673,-0.050
1.673,-0.058
1.673,-0.058
1.673,-0.063
1.673,-0.062
1.674,-0.052
1.674,-0.053
1.674,-0.040
1.675,-0.042
1.675,-0.030
1.675,-0.030
1.675,-0.023
1.675,-0.023
1.676,-0.018
1.676,-0.020
1.676,-0.017
1.677,-0.022
1.677,-0.017
1.677,-0.020
1.677,-0.015
1.677,-0.020
1.678,-0.012
1.678,-0.012
1.678,-0.015
1.679,-0.015
1.679,-0.023
1.679,-0.023
1.679,-0.035
1.679,-0.033
1.680,-0.038
1.680,-0.037
1.680,-0.032
1.681,-0.033
1.681,-0.028
1.681,-0.030
1.681,-0.035
1.681,-0.035
1.682,-0.032
1.682,-0.033
1.682,-0.027
1.683,-0.028
1.683,-0.010
1.683,-0.010
1.683,0.000
1.683,0.000
1.684,0.010
1.684,0.010
1.684,0.017
1.685,0.017
1.685,0.025
1.685,0.023
1.685,0.033
1.685,0.033
1.686,0.043
1.686,0.043
1.686,0.050
1.687,0.050
1.687,0.045
1.687,0.045
1.687,0.040
1.688,0.038
1.688,0.035
1.688,0.035
1.688,0.028
1.688,0.030
1.689,0.017
1.689,0.017
1.689,0.007
1.690,0.007
1.690,0.003
1.690,0.003
1.690,0.007
1.690,0.005
1.691,0.008
1.691,0.007
1.691,0.003
1.692,0.007
1.692,0.003
1.692,0.005
1.692,0.002
1.692,0.005
1.693,-0.007
1.693,-0.008
1.693,-0.013
1.694,-0.010
1.694,-0.007
1.694,-0.012
1.694,-0.008
1.694,-0.008
1.695,-0.013
1.695,-0.013
1.695,-0.022
1.696,-0.022
1.696,-0.027
1.696,-0.023
1.696,-0.008
1.696,-0.010
1.697,0.007
1.697,0.007
1.697,0.013
1.698,0.008
1.698,0.013
1.698,0.008
1.698,0.012
1.698,0.010
1.699,0.015
1.699,0.015
1.699,0.010
1.700,0.013
1.700,0.008
1.700,0.010
1.700,0.005
1.700,0.002
1.701,0.007
1.701,0.003
1.701,0.007
1.702,0.005
1.702,0.007
1.702,0.007
1.702,0.002
1.702,0.000
1.703,0.005
1.703,0.003
1.703,0.000
1.704,-0.002
1.704,-0.007
1.704,-0.008
1.704,-0.003
1.704,-0.007
1.705,-0.003
1.705,-0.005
1.705,0.000
1.706,-0.002
1.706,0.005
1.706,0.003
1.706,0.008
1.706,0.008
1.707,0.017
1.707,0.017
1.707,0.022
1.708,0.023
1.708,0.030
1.708,0.032
1.708,0.038
1.708,0.040
1.709,0.045
1.709,0.045
1.709,0.048
1.710,0.047
1.710,0.052
1.710,0.052
1.710,0.055
1.710,0.057
1.711,0.047
1.711,0.047
1.711,0.030
1.712,0.030
1.712,0.013
1.712,0.012
1.712,-0.007
1.712,-0.008
1.713,-0.027
1.713,-0.028
1.713,-0.033
1.714,-0.028
1.714,-0.022
1.714,-0.022
1.714,-0.025
1.714,-0.027
1.715,-0.038
1.715,-0.035
1.715,-0.038
1.716,-0.037
1.716,-0.028
1.716,-0.028
1.716,-0.025
1.716,-0.030
1.717,-0.027
1.717,-0.030
1.717,-0.037
1.718,-0.037
1.718,-0.050
1.718,-0.047
1.718,-0.057
1.718,-0.058
1.719,-0.053
1.719,-0.053
1.719,-0.038
1.720,-0.037
1.720,-0.018
1.720,-0.018
1.720,-0.002
1.720,0.002
1.721,0.012
1.721,0.010
1.721,0.022
1.722,0.022
1.722,0.018
1.722,0.017
1.722,0.022
1.722,0.018
1.723,0.013
1.723,0.015
1.723,0.007
1.724,0.007
1.724,0.038
1.724,0.043
1.724,0.120
1.724,0.125
1.725,0.203
1.725,0.208
1.725,0.325
1.726,0.332
1.726,0.502
1.726,0.545
1.726,0.352
1.726,0.327
1.727,-0.532
1.727,-0.827
1.727,-0.468
1.728,-0.530
1.728,0.617
1.728,0.720
1.728,-1.997
1.728,-2.572
1.729,-1.465
1.729,-1.380
1.729,0.152
1.730,-0.013
1.730,0.262
1.730,0.278
1.730,0.415
1.730,0.413
1.731,0.333
1.731,0.330
1.731,0.252
1.732,0.250
1.732,0.145
1.732,0.142
1.732,0.092
1.732,0.090
1.733,0.063
1.733,0.065
1.733,0.052
1.734,0.052
1.734,0.042
1.734,0.040
1.734,0.027
1.734,0.027
1.735,0.017
1.735,0.018
1.735,0.010
1.736,0.015
1.736,0.010
1.736,0.010
1.736,0.008
1.736,0.008
1.737,0.010
1.737,0.007
1.737,0.010
1.738,0.007
1.738,0.013
1.738,0.012
1.738,0.017
1.738,0.017
1.739,0.022
1.739,0.020
1.739,0.022
1.740,0.018
1.740,0.022
1.740,0.020
1.740,0.013
1.740,0.017
1.741,0.013
1.741,0.013
1.741,0.017
1.742,0.015
1.742,0.022
1.742,0.020
1.742,0.028
1.742,0.027
1.743,0.032
1.743,0.032
1.743,0.027
1.744,0.025
1.744,0.013
1.744,0.012
1.744,0.002
1.744,0.002
1.745,-0.022
1.745,-0.022
1.745,-0.050
1.746,-0.053
1.746,-0.060
1.746,-0.062
1.746,-0.050
1.746,-0.048
1.747,-0.033
1.747,-0.033
1.747,-0.018
1.748,-0.020
1.748,-0.005
1.748,-0.003
1.748,0.008
1.748,0.007
1.749,0.015
1.749,0.012
1.749,0.015
1.750,0.015
1.750,0.012
1.750,0.012
1.750,0.003
1.750,0.003
1.751,-0.005
1.751,-0.002
1.751,-0.007
1.752,0.100
1.752,-0.005
1.752,0.002
1.752,0.000
1.752,0.003
1.753,0.003
1.753,0.002
1.753,0.003
1.754,0.000
1.754,-0.002
1.754,0.005
1.754,0.002
1.754,0.010
1.755,0.008
1.755,0.022
1.755,0.022
1.756,0.037
1.756,0.035
1.756,0.050
1.756,0.050
1.756,0.062
1.757,0.062
1.757,0.085
1.757,0.087
1.758,0.108
1.758,0.110
1.758,0.153
1.758,0.157
1.758,0.235
1.759,0.240
1.759,0.370
1.759,0.400
1.760,-0.273
1.760,-0.288
1.760,-0.393
1.760,-0.392
1.760,-0.200
1.761,-0.193
1.761,-0.098
1.761,-0.093
1.762,0.043
1.762,0.047
1.762,0.133
1.762,0.138
1.762,0.198
1.763,0.200
1.763,0.245
1.763,0.252
1.764,0.133
1.764,0.117
1.764,-0.443
1.764,-0.467
1.764,-0.682
1.765,-0.672
1.765,-0.447
1.765,-0.435
1.766,-0.163
1.766,-0.153
1.766,0.018
1.766,0.023
1.766,0.102
1.767,0.103
1.767,0.127
1.767,0.127
1.768,0.120
1.768,0.120
1.768,0.110
1.768,0.108
1.768,0.078
1.769,0.077
1.769,0.115
1.769,0.102
1.770,0.037
1.770,0.040
1.770,0.048
1.770,0.050
1.770,0.060
1.771,0.065
1.771,0.060
1.771,0.062
1.772,0.050
1.772,0.050
1.772,0.038
1.772,0.040
1.772,0.025
1.773,0.023
1.773,0.010
1.773,0.010
1.774,-0.002
1.774,0.000
1.774,-0.005
1.774,-0.003
1.774,0.000
1.775,-0.002
1.775,0.007
1.775,0.008
1.776,0.020
1.776,0.018
1.776,0.027
1.776,0.027
1.776,0.032
1.777,0.032
1.777,0.040
1.777,0.038
1.778,0.045
1.778,0.043
1.778,0.050
1.778,0.047
1.778,0.052
1.779,0.048
1.779,0.043
1.779,0.043
1.780,0.035
1.780,0.035
1.780,0.027
1.780,0.027
1.780,0.017
1.781,0.017
1.781,0.008
1.781,0.007
1.782,-0.005
1.782,-0.003
1.782,-0.015
1.782,-0.013
1.782,-0.023
1.783,-0.025
1.783,-0.032
1.783,-0.032
1.784,-0.038
1.784,-0.037
1.784,-0.022
1.784,-0.022
1.784,0.005
1.785,0.007
1.785,0.023
1.785,0.023
1.786,0.033
1.786,0.035
1.786,0.007
1.786,0.005
1.786,-0.058
1.787,-0.062
1.787,-0.155
1.787,-0.160
1.788,-0.202
1.788,-0.200
1.788,-0.168
1.788,-0.165
1.788,-0.097
1.789,-0.093
1.789,-0.028
1.789,-0.027
1.790,0.018
1.790,0.020
1.790,0.035
1.790,0.035
1.790,0.048
1.791,0.048
1.791,0.070
1.791,0.072
1.792,0.095
1.792,0.095
1.792,0.102
1.792,0.102
1.792,0.098
1.793,0.098
1.793,0.100
1.793,0.098
1.794,0.090
1.794,0.092
1.794,0.082
1.794,0.083
1.794,0.072
1.795,0.072
1.795,0.062
1.795,0.062
1.796,0.050
1.796,0.050
1.796,0.043
1.796,0.043
1.796,0.033
1.797,0.033
1.797,0.027
1.797,0.027
1.798,0.020
1.798,0.018
1.798,0.008
1.798,0.008
1.798,-0.005
1.799,-0.005
1.799,-0.022
1.799,-0.022
1.800,-0.030
1.800,-0.028
1.800,-0.033
1.800,-0.030
1.800,-0.022
1.801,-0.025
1.801,-0.012
1.801,-0.010
1.802,0.007
1.802,0.008
1.802,0.017
1.802,0.017
1.802,0.028
1.803,0.028
1.803,0.035
1.803,0.038
1.804,0.032
1.804,0.033
1.804,0.025
1.804,0.025
1.804,0.015
1.805,0.017
1.805,0.010
1.805,0.012
1.806,0.007
1.806,0.008
1.806,0.003
1.806,0.005
1.806,0.010
1.807,0.008
1.807,0.003
1.807,0.007
1.808,0.002
1.808,0.007
1.808,0.002
1.808,0.003
1.808,-0.002
1.809,0.002
1.809,-0.007
1.809,-0.003
1.810,-0.010
1.810,-0.007
1.810,-0.017
1.810,-0.017
1.810,-0.027
1.811,-0.027
1.811,-0.030
1.811,-0.027
1.812,-0.033
1.812,-0.030
1.812,-0.025
1.812,-0.023
1.812,-0.017
1.813,-0.018
1.813,-0.007
1.813,-0.007
1.813,0.002
1.814,0.000
1.814,0.007
1.814,0.003
1.815,0.007
1.815,0.007
1.815,0.012
1.815,0.012
1.815,0.007
1.816,0.007
1.816,0.002
1.816,0.003
1.817,0.008
1.817,0.005
1.817,0.012
1.817,0.010
1.817,0.017
1.818,0.013
1.818,0.020
1.818,0.018
1.819,0.027
1.819,0.023
1.819,0.030
1.819,0.027
1.819,0.033
1.820,0.033
1.820,0.022
1.820,0.020
1.821,-0.007
1.821,-0.008
1.821,-0.035
1.821,-0.037
1.821,-0.048
1.822,-0.047
1.822,-0.050
1.822,-0.048
1.823,-0.037
1.823,-0.035
1.823,-0.025
1.823,-0.025
1.823,-0.032
1.824,-0.032
1.824,-0.043
1.824,-0.045
1.825,-0.035
1.825,-0.035
1.825,0.040
1.825,0.045
1.825,0.132
1.826,0.137
1.826,0.238
1.826,0.243
1.827,0.380
1.827,0.387
1.827,0.565
1.827,0.565
1.827,0.137
1.828,0.100
1.828,-0.770
1.828,-0.830
1.829,0.072
1.829,-0.208
1.829,0.735
1.829,0.642
1.829,-2.430
1.830,-2.243
1.830,-0.708
1.830,-0.625
1.831,0.132
1.831,-0.007
1.831,0.393
1.831,0.400
1.831,0.438
1.832,0.413
1.832,0.317
1.832,0.313
1.833,0.237
1.833,0.233
1.833,0.133
1.833,0.132
1.833,0.083
1.834,0.082
1.834,0.055
1.834,0.055
1.835,0.040
1.835,0.038
1.835,0.023
1.835,0.022
1.835,0.015
1.836,0.010
1.836,0.017
1.836,0.013
1.837,0.020
1.837,0.018
1.837,0.010
1.837,0.010
1.837,0.013
1.838,0.012
1.838,0.022
1.838,0.020
1.839,0.027
1.839,0.027
1.839,0.018
1.839,0.020
1.839,0.013
1.840,0.015
1.840,0.012
1.840,0.013
1.841,0.020
1.841,0.022
1.841,0.030
1.841,0.030
1.841,0.047
1.842,0.045
1.842,0.057
1.842,0.053
1.843,0.065
1.843,0.067
1.843,0.055
1.843,0.055
1.843,0.028
1.844,0.028
1.844,0.000
1.844,-0.002
1.845,-0.045
1.845,-0.045
1.845,-0.083
1.845,-0.085
1.845,-0.095
1.846,-0.093
1.846,-0.082
1.846,-0.083
1.847,-0.080
1.847,-0.083
1.847,-0.090
1.847,-0.093
1.847,-0.087
1.848,-0.090
1.848,-0.082
1.848,-0.083
1.849,-0.077
1.849,-0.078
1.849,-0.063
1.849,-0.063
1.849,-0.045
1.850,-0.045
1.850,-0.023
1.850,-0.023
1.851,-0.002
1.851,0.000
1.851,0.010
1.851,0.010
1.851,0.017
1.852,0.017
1.852,0.013
1.852,0.013
1.853,0.017
1.853,0.013
1.853,0.010
1.853,0.012
1.853,0.005
1.854,0.005
1.854,-0.002
1.854,0.000
1.855,-0.007
1.855,-0.003
1.855,-0.008
1.855,-0.010
1.855,-0.005
1.856,-0.008
1.856,-0.010
1.856,-0.008
1.857,-0.012
1.857,-0.013
1.857,-0.010
1.857,-0.013
1.857,-0.008
1.858,-0.008
1.858,0.000
1.858,-0.002
1.859,0.002
1.859,0.000
1.859,-0.003
1.859,-0.005
1.859,-0.002
1.860,-0.005
1.860,0.000
1.860,-0.002
1.861,0.003
1.861,0.000
1.861,0.010
1.861,0.010
1.861,0.017
1.862,0.017
1.862,0.023
1.862,0.022
1.863,0.030
1.863,0.030
1.863,0.042
1.863,0.040
1.863,0.047
1.864,0.048
1.864,0.052
1.864,0.053
1.865,0.067
1.865,0.067
1.865,0.083
1.865,0.085
1.865,0.108
1.866,0.110
1.866,0.168
1.866,0.173
1.867,0.270
1.867,0.390
1.867,0.200
1.867,0.123
1.867,-0.375
1.868,-0.388
1.868,-0.295
1.868,-0.287
1.869,-0.102
1.869,-0.097
1.869,0.048
1.869,0.057
1.869,0.172
1.870,0.175
1.870,0.255
1.870,0.260
1.871,0.312
1.871,0.313
1.871,0.338
1.871,0.312
1.871,-0.063
1.872,-0.093
1.872,-0.590
1.872,-0.612
1.873,-0.515
1.873,-0.503
1.873,-0.218
1.873,-0.207
1.873,0.007
1.874,0.013
1.874,0.117
1.874,0.120
1.875,0.147
1.875,0.147
1.875,0.132
1.875,0.132
1.875,0.113
1.876,0.113
1.876,0.080
1.876,0.058
1.877,0.085
1.877,0.088
1.877,0.005
1.877,0.000
1.877,-0.012
1.878,-0.015
1.878,-0.005
1.878,-0.008
1.879,-0.003
1.879,-0.005
1.879,-0.012
1.879,-0.013
1.879,-0.010
1.880,-0.010
1.880,-0.005
1.880,-0.007
1.881,0.000
1.881,-0.002
1.881,0.007
1.881,0.003
1.881,0.008
1.882,0.005
1.882,0.012
1.882,0.010
1.883,0.015
1.883,0.012
1.883,0.015
1.883,0.017
1.883,0.010
1.884,0.010
1.884,-0.005
1.884,-0.007
1.885,-0.022
1.885,-0.020
1.885,-0.032
1.885,-0.032
1.885,-0.042
1.886,-0.042
1.886,-0.050
1.886,-0.050
1.887,-0.058
1.887,-0.058
1.887,-0.050
1.887,-0.052
1.887,-0.038
1.888,-0.040
1.888,-0.037
1.888,-0.037
1.889,-0.032
1.889,-0.033
1.889,-0.028
1.889,-0.027
1.889,-0.018
1.890,-0.018
1.890,-0.008
1.890,-0.008
1.891,0.005
1.891,0.003
1.891,0.013
1.891,0.013
1.891,0.018
1.892,0.018
1.892,0.027
1.892,0.027
1.893,0.035
1.893,0.033
1.893,0.040
1.893,0.038
1.893,0.042
1.894,0.042
1.894,0.047
1.894,0.048
1.895,0.045
1.895,0.048
1.895,0.045
1.895,0.045
1.895,0.042
1.896,0.043
1.896,0.038
1.896,0.040
1.897,0.028
1.897,0.030
1.897,0.015
1.897,0.017
1.897,0.005
1.898,0.007
1.898,0.003
1.898,0.007
1.899,0.002
1.899,0.003
1.899,0.005
1.899,0.007
1.899,-0.002
1.900,0.000
1.900,0.005
1.900,0.003
1.901,0.007
1.901,0.005
1.901,-0.003
1.901,-0.002
1.901,-0.013
1.902,-0.012
1.902,-0.017
1.902,-0.017
1.903,-0.027
1.903,-0.027
1.903,-0.033
1.903,-0.033
1.903,-0.038
1.904,-0.037
1.904,-0.040
1.904,-0.038
1.905,-0.042
1.905,-0.042
1.905,-0.030
1.905,-0.030
1.905,-0.013
1.906,-0.013
1.906,-0.002
1.906,-0.002
1.907,0.005
1.907,0.003
1.907,0.008
1.907,0.010
1.907,0.038
1.908,0.038
1.908,0.062
1.908,0.063
1.909,0.055
1.909,0.055
1.909,0.033
1.909,0.030
1.909,-0.033
1.910,-0.035
1.910,-0.120
1.910,-0.125
1.911,-0.203
1.911,-0.213
1.911,-0.197
1.911,-0.195
1.911,-0.128
1.912,-0.127
1.912,-0.048
1.912,-0.045
1.913,0.018
1.913,0.020
1.913,0.057
1.913,0.057
1.913,0.068
1.914,0.072
1.914,0.062
1.914,0.060
1.915,0.045
1.915,0.045
1.915,0.028
1.915,0.028
1.915,0.023
1.916,0.022
1.916,0.023
1.916,0.023
1.917,0.033
1.917,0.035
1.917,0.047
1.917,0.048
1.917,0.057
1.918,0.055
1.918,0.060
1.918,0.063
1.919,0.057
1.919,0.058
1.919,0.047
1.919,0.047
1.919,0.033
1.920,0.033
1.920,0.022
1.920,0.022
1.921,0.013
1.921,0.015
1.921,0.008
1.921,0.005
1.921,0.012
1.922,0.015
1.922,0.082
1.922,0.085
1.923,0.173
1.923,0.177
1.923,0.288
1.923,0.293
1.923,0.433
1.924,0.442
1.924,0.587
1.924,0.562
1.925,-0.003
1.925,-0.042
1.925,-0.792
1.925,-0.792
1.925,-0.143
1.926,-0.378
1.926,0.630
1.926,0.250
1.927,-2.372
1.927,-1.938
1.927,-0.373
1.927,-0.300
1.927,0.090
1.928,0.040
1.928,0.393
1.928,0.410
1.929,0.368
1.929,0.365
1.929,0.277
1.929,0.273
1.929,0.200
1.930,0.195
1.930,0.117
1.930,0.115
1.931,0.080
1.931,0.078
1.931,0.063
1.931,0.063
1.931,0.060
1.932,0.062
1.932,0.053
1.932,0.053
1.933,0.040
1.933,0.040
1.933,0.020
1.933,0.018
1.933,0.008
1.934,0.007
1.934,0.012
1.934,0.005
1.935,0.010
1.935,0.010
1.935,0.015
1.935,0.015
1.935,0.022
1.936,0.022
1.936,0.018
1.936,0.018
1.937,0.023
1.937,0.018
1.937,0.022
1.937,0.022
1.938,0.018
1.938,0.018
1.938,0.015
1.938,0.015
1.938,0.020
1.939,0.013
1.939,0.017
1.939,0.015
1.940,0.010
1.940,0.010
1.940,0.015
1.940,0.015
1.940,0.022
1.941,0.023
1.941,0.028
1.941,0.028
1.942,0.035
1.942,0.032
1.942,0.037
1.942,0.037
1.942,0.015
1.943,0.013
1.943,-0.013
1.943,-0.013
1.944,-0.027
1.944,-0.027
1.944,-0.025
1.944,-0.027
1.944,-0.030
1.945,-0.028
1.945,-0.018
1.945,-0.018
1.946,-0.010
1.946,-0.010
1.946,-0.018
1.946,-0.020
1.946,-0.013
1.947,-0.013
1.947,-0.008
1.947,-0.008
1.948,0.002
1.948,-0.002
1.948,0.003
1.948,0.005
1.948,0.002
1.949,0.002
1.949,-0.008
1.949,-0.008
1.950,-0.022
1.950,-0.020
1.950,-0.030
1.950,-0.030
1.950,-0.038
1.951,-0.038
1.951,-0.042
1.951,-0.040
1.952,-0.037
1.952,-0.037
1.952,-0.028
1.952,-0.028
1.952,-0.020
1.953,-0.020
1.953,-0.015
1.953,-0.015
1.954,-0.008
1.954,-0.008
1.954,-0.010
1.954,-0.008
1.954,-0.005
1.955,-0.007
1.955,0.000
1.955,0.002
1.956,-0.005
1.956,-0.005
1.956,-0.002
1.956,-0.002
1.956,-0.007
1.957,-0.005
1.957,-0.017
1.957,-0.015
1.958,-0.020
1.958,-0.020
1.958,-0.017
1.958,-0.018
1.958,-0.015
1.959,-0.018
1.959,-0.013
1.959,-0.015
1.960,-0.010
1.960,-0.015
1.960,-0.012
1.960,-0.012
1.960,-0.015
1.961,-0.013
1.961,-0.008
1.961,-0.005
1.962,-0.010
1.962,-0.007
1.962,-0.003
1.962,-0.005
1.962,0.007
1.963,0.007
1.963,0.017
1.963,0.017
1.964,0.025
1.964,0.022
1.964,0.028
1.964,0.028
1.964,0.033
1.965,0.033
1.965,0.038
1.965,0.037
1.966,0.042
1.966,0.040
1.966,0.052
1.966,0.053
1.966,0.063
1.967,0.062
1.967,0.068
1.967,0.067
1.968,0.055
1.968,0.055
1.968,0.017
1.968,0.015
1.968,-0.037
